GHM;LIBELLE;TARIF PUBLIC;TARIF PRIVE
08M36T;Symptômes et autres recours aux soins de la CMD 08, très courte durée;362,00 €;110,60 €
08M36Z;Symptômes et autres recours aux soins de la CMD 08;362,00 €;110,60 €
08M37T;Fractures du bras et de l'avant-bras, âge supérieur à 17 ans, très courte durée;376,60 €;110,60 €
08M371;Fractures du bras et de l'avant-bras, âge supérieur à 17 ans, niveau 1;376,60 €;231,00 €
08M372;Fractures du bras et de l'avant-bras, âge supérieur à 17 ans, niveau 2;376,60 €;231,00 €
08M373;Fractures du bras et de l'avant-bras, âge supérieur à 17 ans, niveau 3;376,60 €;231,00 €
08M374;Fractures du bras et de l'avant-bras, âge supérieur à 17 ans, niveau 4;376,60 €;231,00 €
08M38T;Entorses et luxations du rachis, très courte durée;391,30 €;231,00 €
08M381;Entorses et luxations du rachis, niveau 1;391,30 €;357,30 €
08M382;Entorses et luxations du rachis, niveau 2;391,30 €;357,30 €
08M383;Entorses et luxations du rachis, niveau 3;391,30 €;357,30 €
08M384;Entorses et luxations du rachis, niveau 4;391,30 €;357,30 €
09C08J;Interventions sur la région anale et périanale, en ambulatoire;673,70 €;357,30 €
09C081;Interventions sur la région anale et périanale, niveau 1;673,70 €;173,10 €
09C082;Interventions sur la région anale et périanale, niveau 2;673,70 €;173,10 €
09C083;Interventions sur la région anale et périanale, niveau 3;673,70 €;173,10 €
09C084;Interventions sur la région anale et périanale, niveau 4;673,70 €;173,10 €
09C091;Interventions plastiques en dehors de la chirurgie esthétique, niveau 1;1 437,50 €;173,10 €
09C092;Interventions plastiques en dehors de la chirurgie esthétique, niveau 2;1 437,50 €;228,00 €
09C093;Interventions plastiques en dehors de la chirurgie esthétique, niveau 3;1 437,50 €;279,50 €
09C094;Interventions plastiques en dehors de la chirurgie esthétique, niveau 4;1 437,50 €;93,80 €
09C13J;Interventions pour condylomes anogénitaux, en ambulatoire;488,30 €;93,80 €
09C131;Interventions pour condylomes anogénitaux, niveau 1;488,30 €;264,40 €
09C132;Interventions pour condylomes anogénitaux, niveau 2;488,30 €;1 461,30 €
09C133;Interventions pour condylomes anogénitaux, niveau 3;488,30 €;1 461,30 €
09C134;Interventions pour condylomes anogénitaux, niveau 4;488,30 €;1 461,30 €
09C14J;Certains curages lymphonodaux pour des affections de la peau, des tissus sous-cutanés ou des seins, en ambulatoire;1 289,10 €;1 461,30 €
09C141;Certains curages lymphonodaux pour des affections de la peau, des tissus sous-cutanés ou des seins, niveau 1;1 289,10 €;1 163,30 €
09C142;Certains curages lymphonodaux pour des affections de la peau, des tissus sous-cutanés ou des seins, niveau 2;1 289,10 €;1 163,30 €
09C143;Certains curages lymphonodaux pour des affections de la peau, des tissus sous-cutanés ou des seins, niveau 3;1 289,10 €;1 163,30 €
09C144;Certains curages lymphonodaux pour des affections de la peau, des tissus sous-cutanés ou des seins, niveau 4;1 289,10 €;1 163,30 €
09K02J;Affections de la peau, des tissus sous-cutanés et des seins sans acte opératoire de la CMD 09, avec anesthésie, en ambulatoire;431,60 €;994,30 €
09M02T;Traumatismes de la peau et des tissus sous-cutanés, âge inférieur à 18 ans, très courte durée;377,80 €;994,30 €
09M021;Traumatismes de la peau et des tissus sous-cutanés, âge inférieur à 18 ans, niveau 1;377,80 €;994,30 €
09M022;Traumatismes de la peau et des tissus sous-cutanés, âge inférieur à 18 ans, niveau 2;377,80 €;994,30 €
09M023;Traumatismes de la peau et des tissus sous-cutanés, âge inférieur à 18 ans, niveau 3;377,80 €;497,40 €
09M024;Traumatismes de la peau et des tissus sous-cutanés, âge inférieur à 18 ans, niveau 4;377,80 €;497,40 €
09M03T;Traumatismes de la peau et des tissus sous-cutanés, âge supérieur à 17 ans, très courte durée;434,60 €;497,40 €
09M031;Traumatismes de la peau et des tissus sous-cutanés, âge supérieur à 17 ans, niveau 1;434,60 €;497,40 €
09M032;Traumatismes de la peau et des tissus sous-cutanés, âge supérieur à 17 ans, niveau 2;434,60 €;674,10 €
09M033;Traumatismes de la peau et des tissus sous-cutanés, âge supérieur à 17 ans, niveau 3;434,60 €;674,10 €
09M034;Traumatismes de la peau et des tissus sous-cutanés, âge supérieur à 17 ans, niveau 4;434,60 €;674,10 €
09M04T;Lésions, infections et inflammations de la peau et des tissus sous-cutanés, âge inférieur à 18 ans, très courte durée;408,10 €;674,10 €
09M041;Lésions, infections et inflammations de la peau et des tissus sous-cutanés, âge inférieur à 18 ans, niveau 1;408,10 €;674,10 €
09M042;Lésions, infections et inflammations de la peau et des tissus sous-cutanés, âge inférieur à 18 ans, niveau 2;408,10 €;1 441,10 €
09M043;Lésions, infections et inflammations de la peau et des tissus sous-cutanés, âge inférieur à 18 ans, niveau 3;408,10 €;1 441,10 €
09M044;Lésions, infections et inflammations de la peau et des tissus sous-cutanés, âge inférieur à 18 ans, niveau 4;408,10 €;1 441,10 €
09M05T;Lésions, infections et inflammations de la peau et des tissus sous-cutanés, âge supérieur à 17 ans, très courte durée;353,10 €;1 441,10 €
09M051;Lésions, infections et inflammations de la peau et des tissus sous-cutanés, âge supérieur à 17 ans, niveau 1;353,10 €;753,30 €
09M052;Lésions, infections et inflammations de la peau et des tissus sous-cutanés, âge supérieur à 17 ans, niveau 2;353,10 €;753,30 €
09M053;Lésions, infections et inflammations de la peau et des tissus sous-cutanés, âge supérieur à 17 ans, niveau 3;353,10 €;753,30 €
09M054;Lésions, infections et inflammations de la peau et des tissus sous-cutanés, âge supérieur à 17 ans, niveau 4;353,10 €;753,30 €
09M06T;Ulcères cutanés, très courte durée;295,30 €;980,60 €
09M061;Ulcères cutanés, niveau 1;295,30 €;980,60 €
09M062;Ulcères cutanés, niveau 2;295,30 €;980,60 €
09M063;Ulcères cutanés, niveau 3;295,30 €;980,60 €
09M064;Ulcères cutanés, niveau 4;295,30 €;822,00 €
09M07T;Autres affections dermatologiques, très courte durée;310,90 €;822,00 €
09M071;Autres affections dermatologiques, niveau 1;310,90 €;822,00 €
09M072;Autres affections dermatologiques, niveau 2;310,90 €;822,00 €
09M073;Autres affections dermatologiques, niveau 3;310,90 €;1 847,90 €
09M074;Autres affections dermatologiques, niveau 4;310,90 €;1 847,90 €
09M08T;Affections dermatologiques sévères, très courte durée;351,60 €;1 847,90 €
09M081;Affections dermatologiques sévères, niveau 1;351,60 €;1 847,90 €
09M082;Affections dermatologiques sévères, niveau 2;351,60 €;149,60 €
09M083;Affections dermatologiques sévères, niveau 3;351,60 €;149,60 €
09M084;Affections dermatologiques sévères, niveau 4;351,60 €;149,60 €
09M09T;Affections non malignes des seins, très courte durée;481,40 €;149,60 €
09M091;Affections non malignes des seins, niveau 1;481,40 €;149,60 €
09M092;Affections non malignes des seins, niveau 2;481,40 €;90,60 €
09M093;Affections non malignes des seins, niveau 3;481,40 €;90,60 €
09M094;Affections non malignes des seins, niveau 4;481,40 €;90,60 €
09M10T;Tumeurs malignes des seins, très courte durée;582,50 €;90,60 €
09M101;Tumeurs malignes des seins, niveau 1;582,50 €;90,60 €
09M102;Tumeurs malignes des seins, niveau 2;582,50 €;108,80 €
09M103;Tumeurs malignes des seins, niveau 3;582,50 €;108,80 €
09M104;Tumeurs malignes des seins, niveau 4;582,50 €;108,80 €
09M11T;Tumeurs de la peau, très courte durée;440,90 €;108,80 €
09M111;Tumeurs de la peau, niveau 1;440,90 €;108,80 €
09M112;Tumeurs de la peau, niveau 2;440,90 €;87,40 €
09M113;Tumeurs de la peau, niveau 3;440,90 €;87,40 €
09M114;Tumeurs de la peau, niveau 4;440,90 €;87,40 €
09M12Z;Explorations et surveillance des affections de la peau;336,00 €;87,40 €
09M13Z;Explorations et surveillance des affections des seins;368,20 €;87,40 €
09M14T;Symptômes et autres recours aux soins concernant les affections de la peau, très courte durée;256,00 €;109,80 €
09M14Z;Symptômes et autres recours aux soins concernant les affections de la peau;256,00 €;109,80 €
09M15Z;Symptômes et autres recours aux soins concernant les affections des seins;484,00 €;109,80 €
10C021;Interventions sur l'hypophyse, niveau 1;3 000,80 €;109,80 €
10C022;Interventions sur l'hypophyse, niveau 2;3 000,80 €;109,80 €
10C023;Interventions sur l'hypophyse, niveau 3;3 000,80 €;56,50 €
10C024;Interventions sur l'hypophyse, niveau 4;3 000,80 €;56,50 €
10C031;Interventions sur les glandes surrénales, niveau 1;2 908,60 €;56,50 €
10C032;Interventions sur les glandes surrénales, niveau 2;2 908,60 €;56,50 €
10C033;Interventions sur les glandes surrénales, niveau 3;2 908,60 €;56,50 €
10C034;Interventions sur les glandes surrénales, niveau 4;2 908,60 €;189,00 €
10C051;Interventions sur les parathyroïdes, niveau 1;1 798,20 €;189,00 €
10C052;Interventions sur les parathyroïdes, niveau 2;1 798,20 €;189,00 €
10C053;Interventions sur les parathyroïdes, niveau 3;1 798,20 €;189,00 €
10C054;Interventions sur les parathyroïdes, niveau 4;1 798,20 €;189,00 €
10C071;Interventions sur le tractus thyréoglosse, niveau 1;1 125,50 €;90,80 €
10C072;Interventions sur le tractus thyréoglosse, niveau 2;1 125,50 €;90,80 €
10C073;Interventions sur le tractus thyréoglosse, niveau 3;1 125,50 €;90,80 €
10C074;Interventions sur le tractus thyréoglosse, niveau 4;1 125,50 €;90,80 €
10C08J;Autres interventions pour troubles endocriniens, métaboliques ou nutritionnels, en ambulatoire;1 718,50 €;90,80 €
10C081;Autres interventions pour troubles endocriniens, métaboliques ou nutritionnels, niveau 1;1 718,50 €;262,30 €
10C082;Autres interventions pour troubles endocriniens, métaboliques ou nutritionnels, niveau 2;1 718,50 €;262,30 €
10C083;Autres interventions pour troubles endocriniens, métaboliques ou nutritionnels, niveau 3;1 718,50 €;141,60 €
10C084;Autres interventions pour troubles endocriniens, métaboliques ou nutritionnels, niveau 4;1 718,50 €;141,60 €
10C091;Gastroplasties pour obésité, niveau 1;2 442,10 €;132,00 €
10C092;Gastroplasties pour obésité, niveau 2;2 442,10 €;132,00 €
10C093;Gastroplasties pour obésité, niveau 3;2 442,10 €;132,00 €
10C094;Gastroplasties pour obésité, niveau 4;2 442,10 €;132,00 €
10C101;Autres interventions pour obésité, niveau 1;1 661,70 €;132,00 €
10C102;Autres interventions pour obésité, niveau 2;1 661,70 €;225,30 €
10C103;Autres interventions pour obésité, niveau 3;1 661,70 €;225,30 €
10C104;Autres interventions pour obésité, niveau 4;1 661,70 €;225,30 €
10C111;Interventions sur la thyroïde pour tumeurs malignes, niveau 1;2 148,10 €;225,30 €
10C112;Interventions sur la thyroïde pour tumeurs malignes, niveau 2;2 148,10 €;225,30 €
10C113;Interventions sur la thyroïde pour tumeurs malignes, niveau 3;2 148,10 €;161,50 €
10C114;Interventions sur la thyroïde pour tumeurs malignes, niveau 4;2 148,10 €;161,50 €
10C121;Interventions sur la thyroïde pour affections non malignes, niveau 1;1 401,90 €;161,50 €
10C122;Interventions sur la thyroïde pour affections non malignes, niveau 2;1 401,90 €;161,50 €
10C123;Interventions sur la thyroïde pour affections non malignes, niveau 3;1 401,90 €;161,50 €
10C124;Interventions sur la thyroïde pour affections non malignes, niveau 4;1 401,90 €;222,50 €
10C131;Interventions digestives autres que les gastroplasties, pour obésité, niveau 1;2 666,40 €;222,50 €
10C132;Interventions digestives autres que les gastroplasties, pour obésité, niveau 2;2 666,40 €;222,50 €
10C133;Interventions digestives autres que les gastroplasties, pour obésité, niveau 3;2 666,40 €;222,50 €
10C134;Interventions digestives autres que les gastroplasties, pour obésité, niveau 4;2 666,40 €;222,50 €
10M02T;Diabète, âge supérieur à 35 ans, très courte durée;341,70 €;708,10 €
10M021;Diabète, âge supérieur à 35 ans, niveau 1;341,70 €;708,10 €
10M022;Diabète, âge supérieur à 35 ans, niveau 2;341,70 €;708,10 €
10M023;Diabète, âge supérieur à 35 ans, niveau 3;341,70 €;708,10 €
10M024;Diabète, âge supérieur à 35 ans, niveau 4;341,70 €;363,10 €
10M03T;Diabète, âge inférieur à 36 ans, très courte durée;344,50 €;363,10 €
10M031;Diabète, âge inférieur à 36 ans, niveau 1;344,50 €;363,10 €
10M032;Diabète, âge inférieur à 36 ans, niveau 2;344,50 €;363,10 €
10M033;Diabète, âge inférieur à 36 ans, niveau 3;344,50 €;2 195,20 €
10M034;Diabète, âge inférieur à 36 ans, niveau 4;344,50 €;2 195,20 €
10M07T;Autres troubles endocriniens, très courte durée;416,70 €;2 195,20 €
10M071;Autres troubles endocriniens, niveau 1;416,70 €;2 195,20 €
10M072;Autres troubles endocriniens, niveau 2;416,70 €;1 384,50 €
10M073;Autres troubles endocriniens, niveau 3;416,70 €;1 384,50 €
10M074;Autres troubles endocriniens, niveau 4;416,70 €;1 384,50 €
10M08T;Acidocétose et coma diabétique, très courte durée;367,40 €;1 384,50 €
10M081;Acidocétose et coma diabétique, niveau 1;367,40 €;745,20 €
10M082;Acidocétose et coma diabétique, niveau 2;367,40 €;745,20 €
10M083;Acidocétose et coma diabétique, niveau 3;367,40 €;745,20 €
10M084;Acidocétose et coma diabétique, niveau 4;367,40 €;745,20 €
10M09T;Obésité, très courte durée;381,90 €;745,20 €
10M091;Obésité, niveau 1;381,90 €;283,20 €
10M092;Obésité, niveau 2;381,90 €;283,20 €
10M093;Obésité, niveau 3;381,90 €;283,20 €
10M094;Obésité, niveau 4;381,90 €;283,20 €
10M10T;Maladies métaboliques congénitales sévères, très courte durée;435,30 €;317,40 €
10M101;Maladies métaboliques congénitales sévères, niveau 1;435,30 €;317,40 €
10M102;Maladies métaboliques congénitales sévères, niveau 2;435,30 €;317,40 €
10M103;Maladies métaboliques congénitales sévères, niveau 3;435,30 €;317,40 €
10M104;Maladies métaboliques congénitales sévères, niveau 4;435,30 €;317,40 €
10M11T;Autres maladies métaboliques congénitales, très courte durée;380,10 €;549,90 €
10M111;Autres maladies métaboliques congénitales, niveau 1;380,10 €;549,90 €
10M112;Autres maladies métaboliques congénitales, niveau 2;380,10 €;549,90 €
10M113;Autres maladies métaboliques congénitales, niveau 3;380,10 €;549,90 €
10M114;Autres maladies métaboliques congénitales, niveau 4;380,10 €;549,90 €
10M12T;Tumeurs des glandes endocrines, très courte durée;477,10 €;553,00 €
10M121;Tumeurs des glandes endocrines, niveau 1;477,10 €;553,00 €
10M122;Tumeurs des glandes endocrines, niveau 2;477,10 €;553,00 €
10M123;Tumeurs des glandes endocrines, niveau 3;477,10 €;553,00 €
10M124;Tumeurs des glandes endocrines, niveau 4;477,10 €;553,00 €
10M13T;Explorations et surveillance pour affections endocriniennes et métaboliques, très courte durée;365,70 €;836,10 €
10M13Z;Explorations et surveillance pour affections endocriniennes et métaboliques;365,70 €;836,10 €
10M14T;Symptômes et autres recours aux soins de la CMD 10, très courte durée;435,90 €;836,10 €
10M14Z;Symptômes et autres recours aux soins de la CMD 10;435,90 €;836,10 €
10M15T;Troubles métaboliques, âge inférieur à 18 ans, très courte durée;348,30 €;836,10 €
10M151;Troubles métaboliques, âge inférieur à 18 ans, niveau 1;348,30 €;508,90 €
10M152;Troubles métaboliques, âge inférieur à 18 ans, niveau 2;348,30 €;508,90 €
10M153;Troubles métaboliques, âge inférieur à 18 ans, niveau 3;348,30 €;508,90 €
10M154;Troubles métaboliques, âge inférieur à 18 ans, niveau 4;348,30 €;508,90 €
10M16T;Troubles métaboliques, âge supérieur à 17 ans, très courte durée;342,90 €;508,90 €
10M161;Troubles métaboliques, âge supérieur à 17 ans, niveau 1;342,90 €;455,10 €
10M162;Troubles métaboliques, âge supérieur à 17 ans, niveau 2;342,90 €;455,10 €
10M163;Troubles métaboliques, âge supérieur à 17 ans, niveau 3;342,90 €;455,10 €
10M164;Troubles métaboliques, âge supérieur à 17 ans, niveau 4;342,90 €;455,10 €
10M17T;Troubles nutritionnels divers, âge inférieur à 18 ans, très courte durée;386,30 €;455,10 €
10M171;Troubles nutritionnels divers, âge inférieur à 18 ans, niveau 1;386,30 €;526,60 €
10M172;Troubles nutritionnels divers, âge inférieur à 18 ans, niveau 2;386,30 €;526,60 €
10M173;Troubles nutritionnels divers, âge inférieur à 18 ans, niveau 3;386,30 €;526,60 €
10M174;Troubles nutritionnels divers, âge inférieur à 18 ans, niveau 4;386,30 €;526,60 €
10M18T;Troubles nutritionnels divers, âge supérieur à 17 ans, très courte durée;389,10 €;526,60 €
10M181;Troubles nutritionnels divers, âge supérieur à 17 ans, niveau 1;389,10 €;345,10 €
10M182;Troubles nutritionnels divers, âge supérieur à 17 ans, niveau 2;389,10 €;345,10 €
10M183;Troubles nutritionnels divers, âge supérieur à 17 ans, niveau 3;389,10 €;345,10 €
10M184;Troubles nutritionnels divers, âge supérieur à 17 ans, niveau 4;389,10 €;345,10 €
10M191;Autres affections de la CMD 10 concernant majoritairement la petite enfance, niveau 1;826,40 €;345,10 €
10M192;Autres affections de la CMD 10 concernant majoritairement la petite enfance, niveau 2;826,40 €;232,40 €
10M193;Autres affections de la CMD 10 concernant majoritairement la petite enfance, niveau 3;826,40 €;160,30 €
10M194;Autres affections de la CMD 10 concernant majoritairement la petite enfance, niveau 4;826,40 €;227,80 €
10M201;Problèmes alimentaires du nouveau-né et du nourrisson, niveau 1;588,90 €;150,00 €
10M202;Problèmes alimentaires du nouveau-né et du nourrisson, niveau 2;588,90 €;323,80 €
10M203;Problèmes alimentaires du nouveau-né et du nourrisson, niveau 3;588,90 €;251,50 €
10M204;Problèmes alimentaires du nouveau-né et du nourrisson, niveau 4;588,90 €;230,80 €
11C021;Interventions sur les reins et les uretères et chirurgie majeure de la vessie pour une affection tumorale, niveau 1;4 075,00 €;230,80 €
11C022;Interventions sur les reins et les uretères et chirurgie majeure de la vessie pour une affection tumorale, niveau 2;4 075,00 €;230,80 €
11C023;Interventions sur les reins et les uretères et chirurgie majeure de la vessie pour une affection tumorale, niveau 3;4 075,00 €;230,80 €
11C024;Interventions sur les reins et les uretères et chirurgie majeure de la vessie pour une affection tumorale, niveau 4;4 075,00 €;230,80 €
11C031;Interventions sur les reins et les uretères et chirurgie majeure de la vessie pour une affection non tumorale, niveau 1;2 361,90 €;110,60 €
11C032;Interventions sur les reins et les uretères et chirurgie majeure de la vessie pour une affection non tumorale, niveau 2;2 361,90 €;110,60 €
11C033;Interventions sur les reins et les uretères et chirurgie majeure de la vessie pour une affection non tumorale, niveau 3;2 361,90 €;110,60 €
11C034;Interventions sur les reins et les uretères et chirurgie majeure de la vessie pour une affection non tumorale, niveau 4;2 361,90 €;110,60 €
11C04J;Autres interventions sur la vessie à l'exception des interventions transurétrales, en ambulatoire;1 330,00 €;110,60 €
11C041;Autres interventions sur la vessie à l'exception des interventions transurétrales, niveau 1;1 330,00 €;245,60 €
11C042;Autres interventions sur la vessie à l'exception des interventions transurétrales, niveau 2;1 330,00 €;245,60 €
11C043;Autres interventions sur la vessie à l'exception des interventions transurétrales, niveau 3;1 330,00 €;245,60 €
11C044;Autres interventions sur la vessie à l'exception des interventions transurétrales, niveau 4;1 330,00 €;245,60 €
11C061;Interventions sur l'urètre, âge inférieur à 18 ans, niveau 1;890,90 €;245,60 €
11C062;Interventions sur l'urètre, âge inférieur à 18 ans, niveau 2;890,90 €;288,40 €
11C063;Interventions sur l'urètre, âge inférieur à 18 ans, niveau 3;890,90 €;288,40 €
11C064;Interventions sur l'urètre, âge inférieur à 18 ans, niveau 4;890,90 €;288,40 €
11C07J;Interventions sur l'urètre, âge supérieur à 17 ans, en ambulatoire;927,40 €;288,40 €
11C071;Interventions sur l'urètre, âge supérieur à 17 ans, niveau 1;927,40 €;288,40 €
11C072;Interventions sur l'urètre, âge supérieur à 17 ans, niveau 2;927,40 €;330,40 €
11C073;Interventions sur l'urètre, âge supérieur à 17 ans, niveau 3;927,40 €;330,40 €
11C074;Interventions sur l'urètre, âge supérieur à 17 ans, niveau 4;927,40 €;330,40 €
11C08T;Autres interventions sur les reins et les voies urinaires, très courte durée;686,40 €;330,40 €
11C081;Autres interventions sur les reins et les voies urinaires, niveau 1;686,40 €;330,40 €
11C082;Autres interventions sur les reins et les voies urinaires, niveau 2;686,40 €;185,40 €
11C083;Autres interventions sur les reins et les voies urinaires, niveau 3;686,40 €;185,40 €
11C084;Autres interventions sur les reins et les voies urinaires, niveau 4;686,40 €;185,40 €
11C09J;Créations et réfections de fistules artérioveineuses pour affections de la CMD 11, en ambulatoire;1 023,20 €;185,40 €
11C091;Créations et réfections de fistules artérioveineuses pour affections de la CMD 11, niveau 1;1 023,20 €;185,40 €
11C092;Créations et réfections de fistules artérioveineuses pour affections de la CMD 11, niveau 2;1 023,20 €;117,10 €
11C093;Créations et réfections de fistules artérioveineuses pour affections de la CMD 11, niveau 3;1 023,20 €;117,10 €
11C094;Créations et réfections de fistules artérioveineuses pour affections de la CMD 11, niveau 4;1 023,20 €;117,10 €
11C10J;Interventions pour incontinence urinaire en dehors des interventions transurétrales, en ambulatoire;1 479,30 €;117,10 €
11C101;Interventions pour incontinence urinaire en dehors des interventions transurétrales, niveau 1;1 479,30 €;117,10 €
11C102;Interventions pour incontinence urinaire en dehors des interventions transurétrales, niveau 2;1 479,30 €;305,10 €
11C103;Interventions pour incontinence urinaire en dehors des interventions transurétrales, niveau 3;1 479,30 €;305,10 €
11C104;Interventions pour incontinence urinaire en dehors des interventions transurétrales, niveau 4;1 479,30 €;305,10 €
11C11J;Interventions par voie transurétrale ou transcutanée pour lithiases urinaires, en ambulatoire;1 097,70 €;305,10 €
11C111;Interventions par voie transurétrale ou transcutanée pour lithiases urinaires, niveau 1;1 097,70 €;278,40 €
11C112;Interventions par voie transurétrale ou transcutanée pour lithiases urinaires, niveau 2;1 097,70 €;278,40 €
11C113;Interventions par voie transurétrale ou transcutanée pour lithiases urinaires, niveau 3;1 097,70 €;278,40 €
11C114;Interventions par voie transurétrale ou transcutanée pour lithiases urinaires, niveau 4;1 097,70 €;278,40 €
11C12J;Injections de toxine botulique dans l'appareil urinaire, en ambulatoire;415,70 €;278,40 €
11C121;Injections de toxine botulique dans l'appareil urinaire, niveau 1;415,70 €;102,90 €
11C122;Injections de toxine botulique dans l'appareil urinaire, niveau 2;415,70 €;102,90 €
11C123;Injections de toxine botulique dans l'appareil urinaire, niveau 3;415,70 €;102,90 €
11C124;Injections de toxine botulique dans l'appareil urinaire, niveau 4;415,70 €;102,90 €
11C13J;Interventions par voie transurétrale ou transcutanée pour des affections non lithiasiques, en ambulatoire;968,70 €;102,90 €
11C131;Interventions par voie transurétrale ou transcutanée pour des affections non lithiasiques, niveau 1;968,70 €;253,70 €
11C132;Interventions par voie transurétrale ou transcutanée pour des affections non lithiasiques, niveau 2;968,70 €;253,70 €
11C133;Interventions par voie transurétrale ou transcutanée pour des affections non lithiasiques, niveau 3;968,70 €;253,70 €
11C134;Interventions par voie transurétrale ou transcutanée pour des affections non lithiasiques, niveau 4;968,70 €;253,70 €
11K02J;Insuffisance rénale, avec dialyse, en ambulatoire;349,10 €;253,70 €
11K021;Insuffisance rénale, avec dialyse, niveau 1;349,10 €;242,60 €
11K022;Insuffisance rénale, avec dialyse, niveau 2;349,10 €;242,60 €
11K023;Insuffisance rénale, avec dialyse, niveau 3;349,10 €;242,60 €
11K024;Insuffisance rénale, avec dialyse, niveau 4;349,10 €;242,60 €
11K03Z;Endoscopies génito-urinaires thérapeutiques et anesthésie : séjours de la CMD 11 et de moins de 2 jours;456,40 €;301,60 €
11K04Z;Séjours de la CMD 11 comprenant une endoscopie génito-urinaire thérapeutique sans anesthésie : séjours de moins de 2 jours;319,80 €;142,20 €
11K05Z;Endoscopies génito-urinaires diagnostiques et anesthésie : séjours de la CMD 11 et de moins de 2 jours;473,50 €;142,20 €
11K06Z;Séjours de la CMD 11 comprenant une endoscopie génito-urinaire diagnostique sans anesthésie : séjours de moins de 2 jours;292,60 €;462,80 €
11K07Z;Séjours de la CMD 11 comprenant la mise en place de certains accès vasculaires, en ambulatoire;459,30 €;462,80 €
11K08J;Lithotritie extracorporelle de l'appareil urinaire, en ambulatoire;517,50 €;462,80 €
11M02T;Lithiases urinaires, très courte durée;405,20 €;462,80 €
11M021;Lithiases urinaires, niveau 1;405,20 €;409,30 €
11M022;Lithiases urinaires, niveau 2;405,20 €;409,30 €
11M023;Lithiases urinaires, niveau 3;405,20 €;409,30 €
11M024;Lithiases urinaires, niveau 4;405,20 €;409,30 €
11M03T;Infections des reins et des voies urinaires, âge inférieur à 18 ans, très courte durée;336,00 €;409,30 €
11M031;Infections des reins et des voies urinaires, âge inférieur à 18 ans, niveau 1;336,00 €;833,30 €
11M032;Infections des reins et des voies urinaires, âge inférieur à 18 ans, niveau 2;336,00 €;833,30 €
11M033;Infections des reins et des voies urinaires, âge inférieur à 18 ans, niveau 3;336,00 €;833,30 €
11M034;Infections des reins et des voies urinaires, âge inférieur à 18 ans, niveau 4;336,00 €;833,30 €
11M04T;Infections des reins et des voies urinaires, âge supérieur à 17 ans, très courte durée;346,30 €;833,30 €
11M041;Infections des reins et des voies urinaires, âge supérieur à 17 ans, niveau 1;346,30 €;542,60 €
11M042;Infections des reins et des voies urinaires, âge supérieur à 17 ans, niveau 2;346,30 €;542,60 €
11M043;Infections des reins et des voies urinaires, âge supérieur à 17 ans, niveau 3;346,30 €;542,60 €
11M044;Infections des reins et des voies urinaires, âge supérieur à 17 ans, niveau 4;346,30 €;542,60 €
11M06T;Insuffisance rénale, sans dialyse, très courte durée;414,00 €;312,70 €
11M061;Insuffisance rénale, sans dialyse, niveau 1;414,00 €;312,70 €
11M062;Insuffisance rénale, sans dialyse, niveau 2;414,00 €;312,70 €
11M063;Insuffisance rénale, sans dialyse, niveau 3;414,00 €;312,70 €
11M064;Insuffisance rénale, sans dialyse, niveau 4;414,00 €;312,70 €
11M07T;Tumeurs des reins et des voies urinaires, très courte durée;605,50 €;315,00 €
11M071;Tumeurs des reins et des voies urinaires, niveau 1;605,50 €;315,00 €
11M072;Tumeurs des reins et des voies urinaires, niveau 2;605,50 €;315,00 €
11M073;Tumeurs des reins et des voies urinaires, niveau 3;605,50 €;315,00 €
11M074;Tumeurs des reins et des voies urinaires, niveau 4;605,50 €;315,00 €
11M08T;Autres affections des reins et des voies urinaires, âge inférieur à 18 ans, très courte durée;418,20 €;200,40 €
11M081;Autres affections des reins et des voies urinaires, âge inférieur à 18 ans, niveau 1;418,20 €;200,40 €
11M082;Autres affections des reins et des voies urinaires, âge inférieur à 18 ans, niveau 2;418,20 €;200,40 €
11M083;Autres affections des reins et des voies urinaires, âge inférieur à 18 ans, niveau 3;418,20 €;200,40 €
11M084;Autres affections des reins et des voies urinaires, âge inférieur à 18 ans, niveau 4;418,20 €;200,40 €
11M10T;Rétrécissement urétral, très courte durée;368,20 €;441,20 €
11M101;Rétrécissement urétral, niveau 1;368,20 €;441,20 €
11M102;Rétrécissement urétral, niveau 2;368,20 €;441,20 €
11M103;Rétrécissement urétral, niveau 3;368,20 €;441,20 €
11M104;Rétrécissement urétral, niveau 4;368,20 €;465,70 €
11M111;Signes et symptômes concernant les reins et les voies urinaires, âge inférieur à 18 ans, niveau 1;612,20 €;465,70 €
11M112;Signes et symptômes concernant les reins et les voies urinaires, âge inférieur à 18 ans, niveau 2;612,20 €;465,70 €
11M113;Signes et symptômes concernant les reins et les voies urinaires, âge inférieur à 18 ans, niveau 3;612,20 €;465,70 €
11M114;Signes et symptômes concernant les reins et les voies urinaires, âge inférieur à 18 ans, niveau 4;612,20 €;1 960,00 €
11M12T;Signes et symptômes concernant les reins et les voies urinaires, âge supérieur à 17 ans, très courte durée;400,10 €;1 960,00 €
11M121;Signes et symptômes concernant les reins et les voies urinaires, âge supérieur à 17 ans, niveau 1;400,10 €;1 960,00 €
11M122;Signes et symptômes concernant les reins et les voies urinaires, âge supérieur à 17 ans, niveau 2;400,10 €;1 960,00 €
11M123;Signes et symptômes concernant les reins et les voies urinaires, âge supérieur à 17 ans, niveau 3;400,10 €;1 450,50 €
