GHM;LIBELLE;TARIF PUBLIC;TARIF PRIVE
06M113;Ulcères gastroduodénaux non compliqués, niveau 3;787,23;952,70 €
06M114;Ulcères gastroduodénaux non compliqués, niveau 4;787,23;952,70 €
06M12T;Douleurs abdominales, très courte durée;401,31;952,70 €
06M121;Douleurs abdominales, niveau 1;401,31;676,00 €
06M122;Douleurs abdominales, niveau 2;401,31;676,00 €
06M123;Douleurs abdominales, niveau 3;401,31;676,00 €
06M124;Douleurs abdominales, niveau 4;401,31;676,00 €
06M13T;Tumeurs malignes de l'oesophage et de l'estomac, très courte durée;481,02;676,00 €
06M131;Tumeurs malignes de l'oesophage et de l'estomac, niveau 1;481,02;536,30 €
06M132;Tumeurs malignes de l'oesophage et de l'estomac, niveau 2;481,02;278,80 €
06M133;Tumeurs malignes de l'oesophage et de l'estomac, niveau 3;481,02;286,50 €
06M134;Tumeurs malignes de l'oesophage et de l'estomac, niveau 4;481,02;810,40 €
06M141;Invaginations intestinales aigües, niveau 1;686,39;810,40 €
06M142;Invaginations intestinales aigües, niveau 2;686,39;810,40 €
06M143;Invaginations intestinales aigües, niveau 3;686,39;810,40 €
06M144;Invaginations intestinales aigües, niveau 4;686,39;259,20 €
06M15Z;Suivi de greffes de l'appareil digestif;1 276,54;259,20 €
06M16Z;Explorations et surveillance pour affections de l'appareil digestif;537,3;259,20 €
06M17T;Soins de stomies digestives, très courte durée;344,37;259,20 €
06M17Z;Soins de stomies digestives;344,37;259,20 €
06M18T;Symptômes et autres recours aux soins de la CMD 06, très courte durée;403,74;180,30 €
06M18Z;Symptômes et autres recours aux soins de la CMD 06;403,74;180,30 €
06M191;Affections sévères du tube digestif, niveau 1;1 160,86;180,30 €
06M192;Affections sévères du tube digestif, niveau 2;1 160,86;180,30 €
06M193;Affections sévères du tube digestif, niveau 3;1 160,86;180,30 €
06M194;Affections sévères du tube digestif, niveau 4;1 160,86;240,00 €
06M20T;Tumeurs bénignes de l'appareil digestif, très courte durée;776,02;240,00 €
06M201;Tumeurs bénignes de l'appareil digestif, niveau 1;776,02;240,00 €
06M202;Tumeurs bénignes de l'appareil digestif, niveau 2;776,02;240,00 €
06M203;Tumeurs bénignes de l'appareil digestif, niveau 3;776,02;240,00 €
06M204;Tumeurs bénignes de l'appareil digestif, niveau 4;776,02;177,90 €
06M211;Autres affections digestives concernant majoritairement la petite enfance, niveau 1;691,06;177,90 €
06M212;Autres affections digestives concernant majoritairement la petite enfance, niveau 2;691,06;177,90 €
06M213;Autres affections digestives concernant majoritairement la petite enfance, niveau 3;691,06;177,90 €
06M214;Autres affections digestives concernant majoritairement la petite enfance, niveau 4;691,06;177,90 €
07C061;Interventions diagnostiques sur le système hépato-biliaire et pancréatique pour affections malignes, niveau 1;2 531,85;253,90 €
07C062;Interventions diagnostiques sur le système hépato-biliaire et pancréatique pour affections malignes, niveau 2;2 531,85;253,90 €
07C063;Interventions diagnostiques sur le système hépato-biliaire et pancréatique pour affections malignes, niveau 3;2 531,85;253,90 €
07C064;Interventions diagnostiques sur le système hépato-biliaire et pancréatique pour affections malignes, niveau 4;2 531,85;253,90 €
07C071;Interventions diagnostiques sur le système hépato-biliaire et pancréatique pour affections non malignes, niveau 1;1 983,32;253,90 €
07C072;Interventions diagnostiques sur le système hépato-biliaire et pancréatique pour affections non malignes, niveau 2;1 983,32;215,00 €
07C073;Interventions diagnostiques sur le système hépato-biliaire et pancréatique pour affections non malignes, niveau 3;1 983,32;215,00 €
07C074;Interventions diagnostiques sur le système hépato-biliaire et pancréatique pour affections non malignes, niveau 4;1 983,32;215,00 €
07C081;Autres interventions sur le système hépato-biliaire et pancréatique, niveau 1;1 346,65;215,00 €
07C082;Autres interventions sur le système hépato-biliaire et pancréatique, niveau 2;1 346,65;215,00 €
07C083;Autres interventions sur le système hépato-biliaire et pancréatique, niveau 3;1 346,65;320,80 €
07C084;Autres interventions sur le système hépato-biliaire et pancréatique, niveau 4;1 346,65;320,80 €
07C091;Interventions sur le foie, le pancréas et les veines porte ou cave pour tumeurs malignes, niveau 1;5 660,06;320,80 €
07C092;Interventions sur le foie, le pancréas et les veines porte ou cave pour tumeurs malignes, niveau 2;5 660,06;320,80 €
07C093;Interventions sur le foie, le pancréas et les veines porte ou cave pour tumeurs malignes, niveau 3;5 660,06;320,80 €
07C094;Interventions sur le foie, le pancréas et les veines porte ou cave pour tumeurs malignes, niveau 4;5 660,06;314,00 €
07C101;Interventions sur le foie, le pancréas et les veines porte ou cave pour affections non malignes, niveau 1;4 015,08;314,00 €
07C102;Interventions sur le foie, le pancréas et les veines porte ou cave pour affections non malignes, niveau 2;4 015,08;314,00 €
07C103;Interventions sur le foie, le pancréas et les veines porte ou cave pour affections non malignes, niveau 3;4 015,08;314,00 €
07C104;Interventions sur le foie, le pancréas et les veines porte ou cave pour affections non malignes, niveau 4;4 015,08;314,00 €
07C111;Dérivations biliaires, niveau 1;4 986,49;248,10 €
07C112;Dérivations biliaires, niveau 2;4 986,49;248,10 €
07C113;Dérivations biliaires, niveau 3;4 986,49;248,10 €
07C114;Dérivations biliaires, niveau 4;4 986,49;248,10 €
07C121;Autres interventions sur les voies biliaires sauf cholécystectomies isolées, niveau 1;3 183,56;244,20 €
07C122;Autres interventions sur les voies biliaires sauf cholécystectomies isolées, niveau 2;3 183,56;172,40 €
07C123;Autres interventions sur les voies biliaires sauf cholécystectomies isolées, niveau 3;3 183,56;172,40 €
07C124;Autres interventions sur les voies biliaires sauf cholécystectomies isolées, niveau 4;3 183,56;85,40 €
07C131;Cholécystectomies sans exploration de la voie biliaire principale pour affections aigües, niveau 1;1 909,19;85,40 €
07C132;Cholécystectomies sans exploration de la voie biliaire principale pour affections aigües, niveau 2;1 909,19;85,40 €
07C133;Cholécystectomies sans exploration de la voie biliaire principale pour affections aigües, niveau 3;1 909,19;85,40 €
07C134;Cholécystectomies sans exploration de la voie biliaire principale pour affections aigües, niveau 4;1 909,19;85,40 €
07C14J;Cholécystectomies sans exploration de la voie biliaire principale à l'exception des affections aigües, en ambulatoire;1 464,31;414,80 €
07C141;Cholécystectomies sans exploration de la voie biliaire principale à l'exception des affections aigües, niveau 1;1 464,31;414,80 €
07C142;Cholécystectomies sans exploration de la voie biliaire principale à l'exception des affections aigües, niveau 2;1 464,31;414,80 €
07C143;Cholécystectomies sans exploration de la voie biliaire principale à l'exception des affections aigües, niveau 3;1 464,31;414,80 €
07C144;Cholécystectomies sans exploration de la voie biliaire principale à l'exception des affections aigües, niveau 4;1 464,31;2 706,60 €
07K02Z;Endoscopies biliaires thérapeutiques et anesthésie : séjours de moins de 2 jours;1 022,53;2 706,60 €
07K04J;Endoscopie biliaire diagnostique et anesthésie, en ambulatoire;692,85;2 706,60 €
07K05J;Séjours comprenant une endoscopie biliaire thérapeutique ou diagnostique sans anesthésie, en ambulatoire;555,18;2 706,60 €
07K061;Actes thérapeutiques par voie vasculaire pour des affections malignes du système hépatobiliaire, niveau 1;1 690,51;1 087,20 €
07K062;Actes thérapeutiques par voie vasculaire pour des affections malignes du système hépatobiliaire, niveau 2;1 690,51;1 087,20 €
07K063;Actes thérapeutiques par voie vasculaire pour des affections malignes du système hépatobiliaire, niveau 3;1 690,51;1 087,20 €
07K064;Actes thérapeutiques par voie vasculaire pour des affections malignes du système hépatobiliaire, niveau 4;1 690,51;1 087,20 €
07M02T;Affections des voies biliaires, très courte durée;443,33;693,50 €
07M021;Affections des voies biliaires, niveau 1;443,33;693,50 €
07M022;Affections des voies biliaires, niveau 2;443,33;693,50 €
07M023;Affections des voies biliaires, niveau 3;443,33;693,50 €
07M024;Affections des voies biliaires, niveau 4;443,33;348,80 €
07M04T;Autres affections hépatiques, très courte durée;457,6;348,80 €
07M041;Autres affections hépatiques, niveau 1;457,6;348,80 €
07M042;Autres affections hépatiques, niveau 2;457,6;348,80 €
07M043;Autres affections hépatiques, niveau 3;457,6;348,80 €
07M044;Autres affections hépatiques, niveau 4;457,6;517,20 €
07M06T;Affections malignes du système hépato-biliaire ou du pancréas, très courte durée;527,93;517,20 €
07M061;Affections malignes du système hépato-biliaire ou du pancréas, niveau 1;527,93;517,20 €
07M062;Affections malignes du système hépato-biliaire ou du pancréas, niveau 2;527,93;517,20 €
07M063;Affections malignes du système hépato-biliaire ou du pancréas, niveau 3;527,93;517,20 €
07M064;Affections malignes du système hépato-biliaire ou du pancréas, niveau 4;527,93;325,60 €
07M07T;Cirrhoses alcooliques, très courte durée;418,16;325,60 €
07M071;Cirrhoses alcooliques, niveau 1;418,16;325,60 €
07M072;Cirrhoses alcooliques, niveau 2;418,16;325,60 €
07M073;Cirrhoses alcooliques, niveau 3;418,16;325,60 €
07M074;Cirrhoses alcooliques, niveau 4;418,16;373,30 €
07M08T;Autres cirrhoses et fibrose hépatique, très courte durée;615,94;373,30 €
07M081;Autres cirrhoses et fibrose hépatique, niveau 1;615,94;373,30 €
07M082;Autres cirrhoses et fibrose hépatique, niveau 2;615,94;373,30 €
07M083;Autres cirrhoses et fibrose hépatique, niveau 3;615,94;373,30 €
07M084;Autres cirrhoses et fibrose hépatique, niveau 4;615,94;603,60 €
07M09T;Hépatites chroniques, très courte durée;460;603,60 €
07M091;Hépatites chroniques, niveau 1;460;603,60 €
07M092;Hépatites chroniques, niveau 2;460;603,60 €
07M093;Hépatites chroniques, niveau 3;460;603,60 €
07M094;Hépatites chroniques, niveau 4;460;2 061,10 €
07M10T;Pancréatites aigües, très courte durée;552,05;2 061,10 €
07M101;Pancréatites aigües, niveau 1;552,05;2 061,10 €
07M102;Pancréatites aigües, niveau 2;552,05;2 061,10 €
07M103;Pancréatites aigües, niveau 3;552,05;1 926,30 €
07M104;Pancréatites aigües, niveau 4;552,05;1 926,30 €
07M11T;Autres affections non malignes du pancréas, très courte durée;584,62;1 926,30 €
07M111;Autres affections non malignes du pancréas, niveau 1;584,62;1 926,30 €
07M112;Autres affections non malignes du pancréas, niveau 2;584,62;1 489,70 €
07M113;Autres affections non malignes du pancréas, niveau 3;584,62;1 489,70 €
07M114;Autres affections non malignes du pancréas, niveau 4;584,62;1 489,70 €
07M121;Suivis de greffe de foie et de pancréas, niveau 1;484,57;1 489,70 €
07M122;Suivis de greffe de foie et de pancréas, niveau 2;484,57;1 003,70 €
07M123;Suivis de greffe de foie et de pancréas, niveau 3;484,57;1 003,70 €
07M124;Suivis de greffe de foie et de pancréas, niveau 4;484,57;1 003,70 €
07M13Z;Explorations et surveillance des affections du système hépatobiliaire et du pancréas;471,84;1 003,70 €
07M14T;Symptômes et autres recours aux soins de la CMD 07, très courte durée;300,22;678,80 €
07M14Z;Symptômes et autres recours aux soins de la CMD 07;300,22;678,80 €
07M15T;Affections hépatiques sévères à l'exception des tumeurs malignes, des cirrhoses et des hépatites alcooliques, très courte durée;476,17;678,80 €
07M151;Affections hépatiques sévères à l'exception des tumeurs malignes, des cirrhoses et des hépatites alcooliques, niveau 1;476,17;678,80 €
07M152;Affections hépatiques sévères à l'exception des tumeurs malignes, des cirrhoses et des hépatites alcooliques, niveau 2;476,17;678,80 €
07M153;Affections hépatiques sévères à l'exception des tumeurs malignes, des cirrhoses et des hépatites alcooliques, niveau 3;476,17;396,50 €
07M154;Affections hépatiques sévères à l'exception des tumeurs malignes, des cirrhoses et des hépatites alcooliques, niveau 4;476,17;396,50 €
07M161;Ictères du nouveau-né, niveau 1;462,43;396,50 €
07M162;Ictères du nouveau-né, niveau 2;462,43;396,50 €
07M163;Ictères du nouveau-né, niveau 3;462,43;396,50 €
07M164;Ictères du nouveau-né, niveau 4;462,43;862,10 €
08C021;Interventions majeures multiples sur les genoux et/ou les hanches, niveau 1;6 352,91;862,10 €
08C022;Interventions majeures multiples sur les genoux et/ou les hanches, niveau 2;6 352,91;862,10 €
08C023;Interventions majeures multiples sur les genoux et/ou les hanches, niveau 3;6 352,91;862,10 €
08C024;Interventions majeures multiples sur les genoux et/ou les hanches, niveau 4;6 352,91;1 069,10 €
08C041;Interventions sur la hanche et le fémur, âge inférieur à 18 ans, niveau 1;3 025,88;1 069,10 €
08C042;Interventions sur la hanche et le fémur, âge inférieur à 18 ans, niveau 2;3 025,88;1 069,10 €
08C043;Interventions sur la hanche et le fémur, âge inférieur à 18 ans, niveau 3;3 025,88;1 069,10 €
08C044;Interventions sur la hanche et le fémur, âge inférieur à 18 ans, niveau 4;3 025,88;1 069,10 €
08C061;Amputations pour affections de l'appareil musculosquelettique et du tissu conjonctif, niveau 1;2 991,72;734,20 €
08C062;Amputations pour affections de l'appareil musculosquelettique et du tissu conjonctif, niveau 2;2 991,72;734,20 €
08C063;Amputations pour affections de l'appareil musculosquelettique et du tissu conjonctif, niveau 3;2 991,72;734,20 €
08C064;Amputations pour affections de l'appareil musculosquelettique et du tissu conjonctif, niveau 4;2 991,72;734,20 €
08C12J;Biopsies ostéoarticulaires, en ambulatoire;926,42;771,00 €
08C121;Biopsies ostéoarticulaires, niveau 1;926,42;771,00 €
08C122;Biopsies ostéoarticulaires, niveau 2;926,42;771,00 €
08C123;Biopsies ostéoarticulaires, niveau 3;926,42;771,00 €
08C124;Biopsies ostéoarticulaires, niveau 4;926,42;771,00 €
08C13J;Résections osseuses localisées et/ou ablation de matériel de fixation interne au niveau de la hanche et du fémur, en ambulatoire;1 027,12;827,10 €
08C131;Résections osseuses localisées et/ou ablation de matériel de fixation interne au niveau de la hanche et du fémur, niveau 1;1 027,12;827,10 €
08C132;Résections osseuses localisées et/ou ablation de matériel de fixation interne au niveau de la hanche et du fémur, niveau 2;1 027,12;827,10 €
08C133;Résections osseuses localisées et/ou ablation de matériel de fixation interne au niveau de la hanche et du fémur, niveau 3;1 027,12;827,10 €
08C134;Résections osseuses localisées et/ou ablation de matériel de fixation interne au niveau de la hanche et du fémur, niveau 4;1 027,12;827,10 €
08C14J;Résections osseuses localisées et/ou ablation de matériel de fixation interne au niveau d'une localisation autre que la hanche et le fémur, en ambulatoire;784,92;493,80 €
08C141;Résections osseuses localisées et/ou ablation de matériel de fixation interne au niveau d'une localisation autre que la hanche et le fémur, niveau 1;784,92;493,80 €
08C142;Résections osseuses localisées et/ou ablation de matériel de fixation interne au niveau d'une localisation autre que la hanche et le fémur, niveau 2;784,92;493,80 €
08C143;Résections osseuses localisées et/ou ablation de matériel de fixation interne au niveau d'une localisation autre que la hanche et le fémur, niveau 3;784,92;493,80 €
08C144;Résections osseuses localisées et/ou ablation de matériel de fixation interne au niveau d'une localisation autre que la hanche et le fémur, niveau 4;784,92;493,80 €
08C20J;Greffes de peau pour maladie de l'appareil musculosquelettique ou du tissu conjonctif, en ambulatoire;1 045,36;658,70 €
08C201;Greffes de peau pour maladie de l'appareil musculosquelettique ou du tissu conjonctif, niveau 1;1 045,36;658,70 €
08C202;Greffes de peau pour maladie de l'appareil musculosquelettique ou du tissu conjonctif, niveau 2;1 045,36;658,70 €
08C203;Greffes de peau pour maladie de l'appareil musculosquelettique ou du tissu conjonctif, niveau 3;1 045,36;658,70 €
08C204;Greffes de peau pour maladie de l'appareil musculosquelettique ou du tissu conjonctif, niveau 4;1 045,36;658,70 €
08C21J;Autres interventions portant sur l'appareil musculosquelettique et le tissu conjonctif, en ambulatoire;1 337,58;502,10 €
08C211;Autres interventions portant sur l'appareil musculosquelettique et le tissu conjonctif, niveau 1;1 337,58;502,10 €
08C212;Autres interventions portant sur l'appareil musculosquelettique et le tissu conjonctif, niveau 2;1 337,58;502,10 €
08C213;Autres interventions portant sur l'appareil musculosquelettique et le tissu conjonctif, niveau 3;1 337,58;502,10 €
08C214;Autres interventions portant sur l'appareil musculosquelettique et le tissu conjonctif, niveau 4;1 337,58;502,10 €
08C221;Interventions pour reprise de prothèses articulaires, niveau 1;4 300,19;579,00 €
08C222;Interventions pour reprise de prothèses articulaires, niveau 2;4 300,19;579,00 €
08C223;Interventions pour reprise de prothèses articulaires, niveau 3;4 300,19;579,00 €
08C224;Interventions pour reprise de prothèses articulaires, niveau 4;4 300,19;579,00 €
08C241;Prothèses de genou, niveau 1;3 365,36;579,00 €
08C242;Prothèses de genou, niveau 2;3 365,36;625,60 €
08C243;Prothèses de genou, niveau 3;3 365,36;625,60 €
08C244;Prothèses de genou, niveau 4;3 365,36;625,60 €
08C251;Prothèses d'épaule, niveau 1;2 860,20;625,60 €
08C252;Prothèses d'épaule, niveau 2;2 860,20;625,60 €
08C253;Prothèses d'épaule, niveau 3;2 860,20;445,70 €
08C254;Prothèses d'épaule, niveau 4;2 860,20;445,70 €
08C271;Autres interventions sur le rachis, niveau 1;2 211,98;445,70 €
08C272;Autres interventions sur le rachis, niveau 2;2 211,98;445,70 €
08C273;Autres interventions sur le rachis, niveau 3;2 211,98;445,70 €
08C274;Autres interventions sur le rachis, niveau 4;2 211,98;440,30 €
08C28J;Interventions maxillofaciales, en ambulatoire;1 741,10;440,30 €
08C281;Interventions maxillofaciales, niveau 1;1 741,10;440,30 €
08C282;Interventions maxillofaciales, niveau 2;1 741,10;440,30 €
08C283;Interventions maxillofaciales, niveau 3;1 741,10;440,30 €
08C284;Interventions maxillofaciales, niveau 4;1 741,10;347,50 €
08C29J;Interventions sur le tissu mou pour tumeurs malignes, en ambulatoire;1 517,71;347,50 €
08C291;Interventions sur le tissu mou pour tumeurs malignes, niveau 1;1 517,71;347,50 €
08C292;Interventions sur le tissu mou pour tumeurs malignes, niveau 2;1 517,71;347,50 €
08C293;Interventions sur le tissu mou pour tumeurs malignes, niveau 3;1 517,71;347,50 €
08C294;Interventions sur le tissu mou pour tumeurs malignes, niveau 4;1 517,71;337,90 €
08C311;Interventions sur la jambe, âge inférieur à 18 ans, niveau 1;1 924,46;337,90 €
08C312;Interventions sur la jambe, âge inférieur à 18 ans, niveau 2;1 924,46;337,90 €
08C313;Interventions sur la jambe, âge inférieur à 18 ans, niveau 3;1 924,46;337,90 €
08C314;Interventions sur la jambe, âge inférieur à 18 ans, niveau 4;1 924,46;337,90 €
08C32J;Interventions sur la jambe, âge supérieur à 17 ans, en ambulatoire;2 002,74;283,60 €
08C321;Interventions sur la jambe, âge supérieur à 17 ans, niveau 1;2 002,74;283,60 €
08C322;Interventions sur la jambe, âge supérieur à 17 ans, niveau 2;2 002,74;283,60 €
08C323;Interventions sur la jambe, âge supérieur à 17 ans, niveau 3;2 002,74;283,60 €
08C324;Interventions sur la jambe, âge supérieur à 17 ans, niveau 4;2 002,74;283,60 €
08C331;Interventions sur la cheville et l'arrière-pied à l'exception des fractures, niveau 1;1 809,03;2 040,20 €
08C332;Interventions sur la cheville et l'arrière-pied à l'exception des fractures, niveau 2;1 809,03;2 040,20 €
08C333;Interventions sur la cheville et l'arrière-pied à l'exception des fractures, niveau 3;1 809,03;2 040,20 €
08C334;Interventions sur la cheville et l'arrière-pied à l'exception des fractures, niveau 4;1 809,03;2 040,20 €
08C34J;Interventions sur les ligaments croisés sous arthroscopie, en ambulatoire;1 791,51;1 672,60 €
08C341;Interventions sur les ligaments croisés sous arthroscopie, niveau 1;1 791,51;1 672,60 €
08C342;Interventions sur les ligaments croisés sous arthroscopie, niveau 2;1 791,51;1 672,60 €
08C343;Interventions sur les ligaments croisés sous arthroscopie, niveau 3;1 791,51;1 672,60 €
08C344;Interventions sur les ligaments croisés sous arthroscopie, niveau 4;1 791,51;1 841,60 €
08C35J;Interventions sur le bras, coude et épaule, en ambulatoire;1 632,16;1 841,60 €
08C351;Interventions sur le bras, coude et épaule, niveau 1;1 632,16;1 841,60 €
08C352;Interventions sur le bras, coude et épaule, niveau 2;1 632,16;1 841,60 €
08C353;Interventions sur le bras, coude et épaule, niveau 3;1 632,16;1 275,70 €
08C354;Interventions sur le bras, coude et épaule, niveau 4;1 632,16;1 275,70 €
08C36J;Interventions sur le pied, âge inférieur à 18 ans, en ambulatoire;1 326,91;1 275,70 €
08C361;Interventions sur le pied, âge inférieur à 18 ans, niveau 1;1 326,91;1 275,70 €
08C362;Interventions sur le pied, âge inférieur à 18 ans, niveau 2;1 326,91;2 430,90 €
08C363;Interventions sur le pied, âge inférieur à 18 ans, niveau 3;1 326,91;2 430,90 €
08C364;Interventions sur le pied, âge inférieur à 18 ans, niveau 4;1 326,91;2 430,90 €
08C37J;Interventions sur le pied, âge supérieur à 17 ans, en ambulatoire;1 345,89;2 430,90 €
08C371;Interventions sur le pied, âge supérieur à 17 ans, niveau 1;1 345,89;1 737,00 €
08C372;Interventions sur le pied, âge supérieur à 17 ans, niveau 2;1 345,89;1 737,00 €
08C373;Interventions sur le pied, âge supérieur à 17 ans, niveau 3;1 345,89;1 737,00 €
08C374;Interventions sur le pied, âge supérieur à 17 ans, niveau 4;1 345,89;1 737,00 €
08C38J;Autres arthroscopies du genou, en ambulatoire;1 095,32;1 124,00 €
08C381;Autres arthroscopies du genou, niveau 1;1 095,32;1 124,00 €
08C382;Autres arthroscopies du genou, niveau 2;1 095,32;1 124,00 €
08C383;Autres arthroscopies du genou, niveau 3;1 095,32;1 124,00 €
08C384;Autres arthroscopies du genou, niveau 4;1 095,32;717,30 €
08C39J;Interventions sur l'avant-bras, en ambulatoire;1 180,65;717,30 €
08C391;Interventions sur l'avant-bras, niveau 1;1 180,65;717,30 €
08C392;Interventions sur l'avant-bras, niveau 2;1 180,65;717,30 €
08C393;Interventions sur l'avant-bras, niveau 3;1 180,65;717,30 €
08C394;Interventions sur l'avant-bras, niveau 4;1 180,65;907,30 €
08C40J;Arthroscopies d'autres localisations, en ambulatoire;1 321,42;907,30 €
08C401;Arthroscopies d'autres localisations, niveau 1;1 321,42;907,30 €
08C402;Arthroscopies d'autres localisations, niveau 2;1 321,42;907,30 €
08C403;Arthroscopies d'autres localisations, niveau 3;1 321,42;628,00 €
08C404;Arthroscopies d'autres localisations, niveau 4;1 321,42;628,00 €
08C42J;Interventions non mineures sur les tissus mous, en ambulatoire;1 187,51;628,00 €
08C421;Interventions non mineures sur les tissus mous, niveau 1;1 187,51;628,00 €
08C422;Interventions non mineures sur les tissus mous, niveau 2;1 187,51;628,00 €
08C423;Interventions non mineures sur les tissus mous, niveau 3;1 187,51;774,80 €
08C424;Interventions non mineures sur les tissus mous, niveau 4;1 187,51;774,80 €
08C43J;Interventions non mineures sur la main, en ambulatoire;1 124,91;774,80 €
08C431;Interventions non mineures sur la main, niveau 1;1 124,91;774,80 €
08C432;Interventions non mineures sur la main, niveau 2;1 124,91;774,80 €
08C433;Interventions non mineures sur la main, niveau 3;1 124,91;361,70 €
08C434;Interventions non mineures sur la main, niveau 4;1 124,91;361,70 €
08C44J;Autres interventions sur la main, en ambulatoire;840,17;361,70 €
08C441;Autres interventions sur la main, niveau 1;840,17;361,70 €
08C442;Autres interventions sur la main, niveau 2;840,17;361,70 €
08C443;Autres interventions sur la main, niveau 3;840,17;500,80 €
08C444;Autres interventions sur la main, niveau 4;840,17;500,80 €
08C45J;Ménisectomie sous arthroscopie, en ambulatoire;860,13;500,80 €
08C451;Ménisectomie sous arthroscopie, niveau 1;860,13;500,80 €
08C452;Ménisectomie sous arthroscopie, niveau 2;860,13;500,80 €
08C453;Ménisectomie sous arthroscopie, niveau 3;860,13;1 244,70 €
08C454;Ménisectomie sous arthroscopie, niveau 4;860,13;1 244,70 €
08C46J;Autres interventions sur les tissus mous, en ambulatoire;690,31;1 244,70 €
08C461;Autres interventions sur les tissus mous, niveau 1;690,31;1 244,70 €
08C462;Autres interventions sur les tissus mous, niveau 2;690,31;389,80 €
08C463;Autres interventions sur les tissus mous, niveau 3;690,31;389,80 €
08C464;Autres interventions sur les tissus mous, niveau 4;690,31;389,80 €
08C471;Prothèses de hanche pour traumatismes récents, niveau 1;3 497,62;389,80 €
08C472;Prothèses de hanche pour traumatismes récents, niveau 2;3 497,62;389,80 €
08C473;Prothèses de hanche pour traumatismes récents, niveau 3;3 497,62;236,60 €
08C474;Prothèses de hanche pour traumatismes récents, niveau 4;3 497,62;466,60 €
08C481;Prothèses de hanche pour des affections autres que des traumatismes récents, niveau 1;3 038,72;466,60 €
08C482;Prothèses de hanche pour des affections autres que des traumatismes récents, niveau 2;3 038,72;466,60 €
08C483;Prothèses de hanche pour des affections autres que des traumatismes récents, niveau 3;3 038,72;466,60 €
08C484;Prothèses de hanche pour des affections autres que des traumatismes récents, niveau 4;3 038,72;392,60 €
08C491;Interventions sur la hanche et le fémur pour traumatismes récents, âge supérieur à 17 ans, niveau 1;3 419,16;392,60 €
08C492;Interventions sur la hanche et le fémur pour traumatismes récents, âge supérieur à 17 ans, niveau 2;3 419,16;392,60 €
08C493;Interventions sur la hanche et le fémur pour traumatismes récents, âge supérieur à 17 ans, niveau 3;3 419,16;392,60 €
08C494;Interventions sur la hanche et le fémur pour traumatismes récents, âge supérieur à 17 ans, niveau 4;3 419,16;228,70 €
08C501;Interventions sur la hanche et le fémur sauf traumatismes récents, âge supérieur à 17 ans, niveau 1;2 644,35;228,70 €
08C502;Interventions sur la hanche et le fémur sauf traumatismes récents, âge supérieur à 17 ans, niveau 2;2 644,35;228,70 €
08C503;Interventions sur la hanche et le fémur sauf traumatismes récents, âge supérieur à 17 ans, niveau 3;2 644,35;228,70 €
08C504;Interventions sur la hanche et le fémur sauf traumatismes récents, âge supérieur à 17 ans, niveau 4;2 644,35;228,70 €
08C511;Interventions majeures sur le rachis pour fractures, cyphoses et scolioses, niveau 1;5 185,43;126,80 €
08C512;Interventions majeures sur le rachis pour fractures, cyphoses et scolioses, niveau 2;5 185,43;126,80 €
08C513;Interventions majeures sur le rachis pour fractures, cyphoses et scolioses, niveau 3;5 185,43;126,80 €
08C514;Interventions majeures sur le rachis pour fractures, cyphoses et scolioses, niveau 4;5 185,43;126,80 €
08C521;Autres interventions majeures sur le rachis, niveau 1;4 123,48;126,80 €
08C522;Autres interventions majeures sur le rachis, niveau 2;4 123,48;208,00 €
08C523;Autres interventions majeures sur le rachis, niveau 3;4 123,48;208,00 €
08C524;Autres interventions majeures sur le rachis, niveau 4;4 123,48;208,00 €
08C531;Interventions sur le genou pour traumatismes, niveau 1;2 294,99;208,00 €
08C532;Interventions sur le genou pour traumatismes, niveau 2;2 294,99;208,00 €
08C533;Interventions sur le genou pour traumatismes, niveau 3;2 294,99;269,20 €
08C534;Interventions sur le genou pour traumatismes, niveau 4;2 294,99;269,20 €
08C54J;Interventions sur le genou pour des affections autres que traumatiques, en ambulatoire;1 583,25;269,20 €
08C541;Interventions sur le genou pour des affections autres que traumatiques, niveau 1;1 583,25;269,20 €
08C542;Interventions sur le genou pour des affections autres que traumatiques, niveau 2;1 583,25;269,20 €
08C543;Interventions sur le genou pour des affections autres que traumatiques, niveau 3;1 583,25;154,80 €
08C544;Interventions sur le genou pour des affections autres que traumatiques, niveau 4;1 583,25;154,80 €
08C551;Interventions sur la cheville et l'arrière-pied pour fractures, niveau 1;2 253,98;154,80 €
08C552;Interventions sur la cheville et l'arrière-pied pour fractures, niveau 2;2 253,98;154,80 €
08C553;Interventions sur la cheville et l'arrière-pied pour fractures, niveau 3;2 253,98;154,80 €
08C554;Interventions sur la cheville et l'arrière-pied pour fractures, niveau 4;2 253,98;106,70 €
08C57J;Libérations articulaires du membre inférieur à l'exception de la hanche et du pied, en ambulatoire;1 420,55;106,70 €
08C571;Libérations articulaires du membre inférieur à l'exception de la hanche et du pied, niveau 1;1 420,55;106,70 €
08C572;Libérations articulaires du membre inférieur à l'exception de la hanche et du pied, niveau 2;1 420,55;106,70 €
08C573;Libérations articulaires du membre inférieur à l'exception de la hanche et du pied, niveau 3;1 420,55;106,70 €
08C574;Libérations articulaires du membre inférieur à l'exception de la hanche et du pied, niveau 4;1 420,55;180,80 €
08C58J;Arthroscopies de l'épaule, en ambulatoire;1 800,44;180,80 €
08C581;Arthroscopies de l'épaule, niveau 1;1 800,44;180,80 €
08C582;Arthroscopies de l'épaule, niveau 2;1 800,44;180,80 €
